Time_s,ReferenceSignal,UncompensatedResponse,CompensatedResponse,UncompensatedControl,CompensatedControl
0.094,0.280185338060146,0.0846349025709702,0.160394745421952,0.0977752177445881,0.091207370036416
0.095,0.288459619063528,0.0854999385519565,0.145870576161696,0.101479840255786,0.0915548732427467
0.096,0.29079970256142,0.0793325958477117,0.129693155435052,0.105733553356854,0.102468820828622
0.097,0.288214706506651,0.0875747367722192,0.121487257040472,0.100319984867216,0.111461896099922
0.098,0.282263679450533,0.0887966371602284,0.123440683942207,0.0967335211451523,0.111853011666972
0.099,0.293342344633913,0.0935122289377861,0.109010483791822,0.0999150578480633,0.119383396506049
0.1,0.297138771850772,0.0916237292596694,0.11642046032868,0.102757521295552,0.129876246604728
0.101,0.282865200251955,0.107842221155696,0.132821737046333,0.0875114895481295,0.114349457865926
0.102,0.297160245404658,0.123411677654262,0.133070727876106,0.0868742838751977,0.113652315004835
0.103,0.293843145762804,0.110663195045164,0.116944070726429,0.0915899753588203,0.110770281530402
0.104,0.29993816196819,0.108823188562639,0.117590973900817,0.0955574867027754,0.125742049183872
0.105,0.298704953990383,0.123170567450005,0.117627467987933,0.0877671932701888,0.125094799962831
0.106,0.306243625090267,0.126455355108625,0.120263005890473,0.0898941349908212,0.130514693267709
0.107,0.311922495598183,0.12856031351991,0.1110893328027,0.0916810910391367,0.131697386484899
0.108,0.320039044884324,0.117926970952472,0.125281701481705,0.101056036965926,0.143562934009543
0.109,0.322373518949335,0.113878960748179,0.132901984419255,0.104247279100578,0.13646012126942
0.11,0.341911241140364,0.105590287872284,0.147780262686789,0.11816047663404,0.1445298419758
0.111,0.307225407059904,0.107232768960219,0.15308995397001,0.0999963190498427,0.109974957265893
