Time_s,ReferenceSignal,UncompensatedResponse,CompensatedResponse,UncompensatedControl,CompensatedControl
0.112,0.31218165090648,0.105055906128219,0.14491841668505,0.10356287238913,0.10973025178195
0.113,0.336998992622764,0.106253512817684,0.12937273068828,0.11537273990254,0.133473723251048
0.114,0.32157103832368,0.122079815119998,0.132451498750415,0.0997456116018411,0.132761908030397
0.115,0.344658350327693,0.134897736926423,0.144883927272104,0.104880306700635,0.146847744804969
0.116,0.350338883292822,0.140087827347113,0.149957589900968,0.105125527972854,0.141806669782601
0.117,0.335353326901183,0.146628529772377,0.152848660091821,0.0943623985644027,0.127332648123138
0.118,0.360449548249504,0.152144652282169,0.161324058097991,0.104152447983668,0.142946900041767
0.119,0.329779383044572,0.140074974219708,0.153904265354239,0.0948522044124319,0.115324395842984
0.12,0.332381370795724,0.144587579212723,0.153564551765068,0.0938968957915004,0.12138805817589
0.121,0.352111380908909,0.136440501321539,0.167397404394007,0.107835439793685,0.136465779207801
0.122,0.341264868484971,0.132085513666734,0.166412110342052,0.104589677409119,0.11970033280555
0.123,0.364898719637712,0.130214334048096,0.172312900677254,0.117342192794808,0.137093823340884
0.124,0.338688334670809,0.120759332424958,0.186774313469661,0.108964501122926,0.113810568672858
0.125,0.355786446560863,0.126817446584889,0.189004067916754,0.114484499987987,0.116184081067566
0.126,0.361100537490893,0.129239466851748,0.198186327288455,0.115930535319572,0.118054680528172
0.127,0.36436260032628,0.142576800269774,0.215538082063942,0.110892900028253,0.114138908196152
0.128,0.351546944304891,0.140147617575557,0.220422603944821,0.105699663364667,0.0928080127391668
0.129,0.357635708754631,0.145091691210621,0.226011294558686,0.106272008772005,0.0942905024739673
0.13,0.380368459503514,0.142065107110733,0.221300252342989,0.11915167619639,0.105937894416717
0.131,0.356800488524124,0.140823505084985,0.21799077876815,0.107988491719569,0.09489540164347
0.132,0.382921018264831,0.137183387600517,0.22908176160355,0.122868815332157,0.115401931867019
0.133,0.372820389796394,0.140640134809454,0.219531432927524,0.11609012749347,0.0993485392908896
0.134,0.376285001731119,0.154874387422898,0.212825743102855,0.11070530715411,0.108186753327551
0.135,0.380783716942806,0.158471243284267,0.209701873064671,0.111156236829269,0.114861445179978
0.136,0.368695000341976,0.14727094072144,0.204299960851829,0.110712029810268,0.108819154966346
0.137,0.380382801071071,0.153527063815392,0.192502199875583,0.113427868627839,0.121570749417755
0.138,0.386896359455848,0.145146702383823,0.192877163144687,0.120874828536012,0.132947293099219
0.139,0.381069085383297,0.150751961937141,0.211508294011596,0.115158561723078,0.130468996010894
0.14,0.391912186869323,0.149877779658648,0.211653941350804,0.121017203605338,0.125235252952013
0.141,0.386107408807132,0.161750733256324,0.216769798935828,0.112178337775404,0.120064627047759
0.142,0.374825168900034,0.168546712765915,0.213874150976463,0.103139228067059,0.109880624941322
0.143,0.384706620735539,0.175119754234872,0.216306222377997,0.104793433250334,0.117562226725226
0.144,0.410794665799074,0.187455704908275,0.225185650660024,0.111669480445399,0.135762860743335
0.145,0.381902154363766,0.194402941643042,0.211137980541609,0.093749606360362,0.109460938458203
0.146,0.411065122505124,0.190799485610173,0.217331850905305,0.110132818447475,0.139112458127217
0.147,0.407918138201518,0.192548625912471,0.215522954558354,0.107684756144524,0.133043711263535
0.148,0.395204385875818,0.187956525013132,0.210338406671143,0.103623930431343,0.126778884046406
0.149,0.386654726452362,0.185576841592641,0.210077579981645,0.100538942429861,0.124150296804581
0.15,0.410439659832012,0.19475700964637,0.214806207429875,0.107841325092821,0.140193215898722
0.151,0.404807555657004,0.191017294128308,0.214779665871964,0.106895130764348,0.133838959797779
0.152,0.419079229587432,0.200648764323618,0.218008249850552,0.109215232631907,0.142472883972448
0.153,0.409474263487092,0.214928069152305,0.213911075069628,0.0972730971673936,0.134673133783081
0.154,0.411242836569331,0.22199765213544,0.202450050238547,0.0946225922169454,0.138049741591678
0.155,0.418647696195271,0.225149682692693,0.191626201587978,0.0967490067512891,0.15042471202564
0.156,0.411409647877463,0.239046740757681,0.199111183936411,0.0861814535598912,0.152977006773092
0.157,0.415277387175645,0.245012434013267,0.204787860196515,0.085132476581189,0.149841326718344
0.158,0.417835148141096,0.238758369913974,0.207303334334122,0.0895383891135612,0.147086026240142
0.159,0.417022180800301,0.248614180872435,0.205387125064062,0.0842039999639332,0.145006431493789
0.16,0.423055051800034,0.229143026322939,0.212629619049467,0.0969560127385475,0.150857255457042
0.161,0.438110988019154,0.230216378657528,0.215743026385228,0.103947304680813,0.156915720504738
0.162,0.418698430301667,0.222195908960262,0.206571850307062,0.0982512606707027,0.141934172254344
0.163,0.427870384519814,0.218116382397967,0.204909084414185,0.104877001060923,0.153952461743623
0.164,0.435524672712935,0.223885249461692,0.214440671352746,0.105819711625621,0.159199254467197
0.165,0.424721981608278,0.219855011839795,0.225942585688723,0.102433484884242,0.14704679679249
0.166,0.426326991813625,0.220548742467746,0.226869367944441,0.10288912467294,0.13851762621348
0.167,0.442090845613595,0.229653623443341,0.235609929482819,0.106218611085127,0.14934122953989
0.168,0.442448979276437,0.232760250619554,0.230668719871045,0.104844364328441,0.144186082262098
0.169,0.438511679179337,0.222802196876475,0.242245479176231,0.107854741151431,0.144899403745577
0.17,0.440260455233654,0.226808259296246,0.26123862012666,0.106726097968704,0.137332761327386
0.171,0.421900112014619,0.224677334196155,0.279634720188647,0.098611388909232,0.112247327789363
0.172,0.445719815262515,0.234687727884716,0.266372531045075,0.1055160436889,0.116081646451874
0.173,0.442862955531508,0.241237327999952,0.266042232075461,0.100812813765778,0.123443676967047
0.174,0.444697527632497,0.243309080349563,0.268974901722108,0.100694223641467,0.124721788977811
0.175,0.441526471065126,0.234556692385617,0.270204842933159,0.103484889339754,0.119718302042085
0.176,0.434857113792675,0.213456005598964,0.260194857360728,0.110700554096855,0.114058992386124
0.177,0.43694945697338,0.206098951701293,0.264774646029819,0.115425252636043,0.122405378560312
0.178,0.460683843221809,0.217347405149755,0.274314269996841,0.121668219036027,0.136151624918302
0.179,0.447637405534562,0.219119562205387,0.268856986236565,0.114258921664588,0.120800292011215
0.18,0.450817154016341,0.195549485025525,0.283620764994586,0.127633834495408,0.126271390369147
0.181,0.444138407910558,0.197672410720094,0.288631841245606,0.123232998595232,0.111350292394681
0.182,0.425939178926012,0.206740300191974,0.297776194598858,0.109599439367019,0.0962747135169709
0.183,0.462169819865874,0.212656084854508,0.302410789474183,0.124756867505683,0.11473622526915
0.184,0.458483742313542,0.222716991668473,0.299423906766741,0.117883375322535,0.108715478385635
0.185,0.459121270979283,0.224815656484569,0.288104254890325,0.117152807247357,0.111966720440368
0.186,0.45626763812482,0.227738579973032,0.278102531161092,0.114264529075894,0.11808517984667
0.187,0.465421530595009,0.226044890174455,0.283215787869373,0.119688320210277,0.130433872018466
0.188,0.453286317700102,0.22384957458757,0.279897976340887,0.114718371556266,0.118876632263574
0.189,0.450924524326181,0.223405200319022,0.288111541005814,0.113759662003579,0.119386905746171
0.19,0.462914780098612,0.23108229921103,0.290164563430886,0.115916240443791,0.122812708979719
0.191,0.458144761499593,0.220681055348883,0.279382897783611,0.118731853075355,0.119786080561142
0.192,0.463267045144374,0.221950981556706,0.27995066094005,0.120658031793834,0.130300759916009
0.193,0.473683644282074,0.221804038947601,0.271474530965575,0.125939802667236,0.136720709124116
0.194,0.47475370240411,0.216706055037462,0.267207574363035,0.129023823683324,0.143033456932808
0.195,0.484574540110149,0.207488976335229,0.266663484539247,0.13854278188746,0.153087203527322
0.196,0.4678163248593,0.21906920771022,0.28435195061479,0.12437355857454,0.142098262466232
0.197,0.452203362455966,0.215514206538272,0.271895639539608,0.118344577958847,0.118820618270878
0.198,0.467237114708896,0.212982611334498,0.272102737009456,0.127127251687199,0.136725377673552
0.199,0.492895461047681,0.224975777899635,0.263281124076395,0.133959841574023,0.155576728951822
0.2,0.477709302733522,0.208429089164368,0.265971967283438,0.134640106784577,0.150459459561815
0.201,0.492894290210105,0.208749615084508,0.260874635992254,0.142072337562799,0.160295217362219
0.202,0.468120757256471,0.213057841841877,0.262472090710293,0.127531457707297,0.147361179385055
0.203,0.478478272745956,0.226401847746429,0.274256246300661,0.126038212499763,0.152309815370726
0.204,0.471011746354763,0.222139225388342,0.269769099025025,0.124436260483211,0.139632497237106
0.205,0.483045345118058,0.2416665943055,0.282019498010971,0.120689375406279,0.150828866812956
0.206,0.493198430777565,0.251103877912815,0.268774860542218,0.121047276432375,0.149361199070256
0.207,0.495426223175503,0.247997873553849,0.267623665151001,0.123714174810827,0.158920842246227
0.208,0.485008111451638,0.24668621525712,0.271560614366683,0.119160948097259,0.153169770831345
0.209,0.481318273390393,0.247466270219735,0.272260903267417,0.116926001585329,0.147928719212887
0.21,0.495071262822138,0.256454108459712,0.274333063230366,0.119308577181213,0.156859540446122
0.211,0.488602392780524,0.262217259911752,0.265918212196918,0.113192566434386,0.151153020905731
0.212,0.465706483328508,0.260342491174613,0.256903816869075,0.102681996076947,0.140029898986337
0.213,0.484814918085869,0.259049084307002,0.257970530178902,0.112882916889433,0.158983761205554
0.214,0.478895629067676,0.261459634710939,0.263286955153427,0.108717997178368,0.153706340368637
0.215,0.486885549860408,0.268435750384624,0.254498865469259,0.109224899737892,0.155082286656196
0.216,0.487644562089281,0.27092146025751,0.254488633504281,0.108361550915886,0.162207116041998
0.217,0.492850107113774,0.26362312956352,0.266904248946691,0.114613488775127,0.16741741932489
0.218,0.484838683505696,0.259280284637457,0.268478694395671,0.112779199434119,0.15233479622689
0.219,0.480190498994683,0.250520736124155,0.269831698702654,0.114834881435264,0.146768658641791
0.22,0.491190644418148,0.255699742626836,0.265180351685317,0.117745450895656,0.153909840116743
0.221,0.50882431158428,0.267175270778534,0.269044917879615,0.120824520402873,0.168694534147464
0.222,0.498011272696611,0.258984560021646,0.276733139940508,0.119513356337483,0.159416254102066
0.223,0.489631709179708,0.266302514171895,0.274074501074543,0.111664597503906,0.148094801025608
0.224,0.508427680430741,0.267691794906131,0.282133748863579,0.120367942762305,0.163873344020449
0.225,0.509261334545523,0.267009341696206,0.276275027773885,0.121125996424658,0.158335256487823
0.226,0.485123251460216,0.25655019178704,0.285218483112232,0.114286529836588,0.14544176967315
0.227,0.476790619504424,0.2553320385248,0.279024774380682,0.110729290489812,0.133007618228297
0.228,0.503343901151104,0.265500030214944,0.292154184691541,0.11892193546808,0.156108344035348
0.229,0.513940503822296,0.261533146040506,0.30885487976326,0.126203678890895,0.155126364391432
0.23,0.501682061713093,0.272766870496107,0.314783147715063,0.114457595608493,0.134816076627062
0.231,0.502543138680379,0.263625392343401,0.317257314056193,0.119458873168489,0.131849976723492
0.232,0.498705880367429,0.2675704093888,0.317808903791818,0.115567735489314,0.128260113206663
0.233,0.498289113573074,0.265475085322557,0.316897097683363,0.116407014125259,0.126330833123133
0.234,0.48041192406816,0.261244066011499,0.328830197235621,0.10958392902833,0.114778106437052
0.235,0.485234649529028,0.263608528982986,0.33141376644816,0.110813060273021,0.110108415006813
0.236,0.49646019360111,0.252282822460833,0.329604908069102,0.122088685570139,0.115766983408265
0.237,0.50233132159459,0.239539759178343,0.326965008591774,0.131395781208124,0.120733286793388
0.238,0.502528999861679,0.218544097242472,0.322853574854788,0.141992451309604,0.123641690329556
0.239,0.504303944318438,0.21473331369079,0.323245119414056,0.144785315313824,0.127997353253191
0.24,0.489060427707564,0.218765417518017,0.315431501188597,0.135147505094774,0.116587468018005
0.241,0.501038234067418,0.227302002051381,0.322960751672049,0.136868116008019,0.129189134517113
0.242,0.484420486756241,0.239151023854608,0.323667678644485,0.122634731450817,0.11316011071511
0.243,0.496097347653616,0.240839959522628,0.319280130223429,0.127628694065494,0.121621283872266
0.244,0.508570643293056,0.237935411442548,0.310466299378887,0.135317615925254,0.132219729461854
0.245,0.503094456142133,0.239008410433702,0.314331813707791,0.132043022854215,0.134631868578781
0.246,0.513984383084103,0.230014674505539,0.318253397586412,0.141984854289282,0.140542315754528
0.247,0.492600997773415,0.23081503987095,0.316793345075669,0.130892978951232,0.123793298528751
0.248,0.499876835553097,0.245138675003565,0.325320849946623,0.127369080274766,0.128311761343866
0.249,0.495076514297287,0.241720521574524,0.315266523403441,0.126677996361381,0.11933374710445
0.25,0.496898400771102,0.237335287471113,0.324558721542664,0.129781556649994,0.128671065557365
0.251,0.510231124430089,0.238433914472905,0.323305252221042,0.135898604978592,0.132009450752402
0.252,0.505945919221529,0.222235607942135,0.328385959140685,0.141855155639697,0.130085765264899
0.253,0.516318543054374,0.231866995430247,0.331586324977862,0.142225773812064,0.134089572551545
0.254,0.489831187539687,0.239308092623885,0.331004547313895,0.125261547457901,0.114189412548753
0.255,0.521364325507262,0.235500536726375,0.318330260863883,0.142931894390444,0.136963233264916
0.256,0.483460271600428,0.247052792278039,0.317418330240298,0.118203739661195,0.118498683366168
0.257,0.511766971895111,0.245347529084756,0.307384920127886,0.133209721405178,0.138588433006262
0.258,0.497783533038607,0.245820100433227,0.298532251666357,0.12598171630269,0.135292430609709
0.259,0.494054751805408,0.23240708072959,0.307434274250082,0.130823835537909,0.138290757860195
0.26,0.499301102748161,0.230912936940431,0.299815381012147,0.134194082903865,0.136794467778827
0.261,0.516660498268278,0.242230213592467,0.311308129087788,0.137215142337906,0.153179725330552
0.262,0.489360822144743,0.242146780732255,0.316550318548729,0.123607020706244,0.127483980046397
0.263,0.4953442101551,0.248434774361968,0.309345378897183,0.123454717896566,0.1276115337764
0.264,0.5050467380424,0.245341380337758,0.299827570174098,0.129852678852321,0.138495299720763
0.265,0.496046016505207,0.241741462031001,0.300083161917432,0.127152277237103,0.13837680083783
0.266,0.490188163617713,0.23451681532919,0.282645897834917,0.127835674144262,0.133709951958878
0.267,0.493476251892713,0.245926087482294,0.278412940493531,0.12377508220521,0.1487557344165
0.268,0.492014013881782,0.237482780420615,0.281124041921986,0.127265616730584,0.15025069686827
0.269,0.513042434331575,0.247017515607869,0.277903174514599,0.133012459361853,0.163765169035101
0.27,0.507351006468521,0.246698482376962,0.275658298043419,0.13032626204578,0.161302277321641
0.271,0.495769724865151,0.244756364440152,0.287771852929354,0.125506680212499,0.154467918559256
0.272,0.51925081256412,0.241711712935572,0.284945384902558,0.138769549814274,0.162959882544721
0.273,0.494188197044358,0.237851942575603,0.286485555710375,0.128168127234378,0.147031637532542
0.274,0.483197734076614,0.232107134135036,0.289216144131101,0.125545299970789,0.139645100331898
0.275,0.485783217376991,0.221749640992863,0.274372723390928,0.132016788192064,0.138109155471765
0.276,0.492356342223928,0.228029125248845,0.270060857435041,0.132163608487542,0.153840607631163
0.277,0.47923455122173,0.235417952541793,0.27110334769869,0.121908299339968,0.146183199363336
0.278,0.504344368542242,0.219590508271932,0.26996484568649,0.142376930135155,0.163286083887542
0.279,0.503003304044063,0.214234497879441,0.263657529222263,0.144384403082311,0.162905262404166
0.28,0.484059851274763,0.20012333667881,0.257488209540785,0.141968257297976,0.153948923324514
0.281,0.492292454528941,0.184521916271698,0.254634754197849,0.153885269128622,0.162725784914178
0.282,0.498777221161107,0.185135570206944,0.253448213065529,0.156820825477081,0.1708885644768
0.283,0.499029845990957,0.190128832389095,0.250707421751554,0.154450506800931,0.171847685422476
0.284,0.500249538366971,0.187116186328567,0.254626681493872,0.156566676019202,0.173798995178178
0.285,0.488167355503035,0.203346709751885,0.266412288125887,0.142410322875575,0.162737219980324
0.286,0.496898114774735,0.19890609777615,0.278477898308332,0.148996008499292,0.161306323525166
0.287,0.488843711758965,0.199089304419954,0.27500082986979,0.144877203669506,0.146618444802866
0.288,0.487215016180253,0.194931762522423,0.27443897437507,0.146141626828915,0.147695661527788
0.289,0.463048584536263,0.20049856674866,0.271984911923653,0.131275008893801,0.130248166429048
0.29,0.466378017919181,0.197717635810737,0.273427056462094,0.134330191054222,0.134379416165762
0.291,0.484644599239503,0.206268624288537,0.281642803927733,0.139187987475483,0.146662735792196
0.292,0.473698994602282,0.200537382701443,0.275420790855264,0.13658080595042,0.132956055273268
0.293,0.471290724431282,0.211596523765427,0.270335712583849,0.129847100332928,0.136484430282184
0.294,0.489171042800498,0.214778976401266,0.257244041430918,0.137196033199616,0.152884755800976
0.295,0.470841858196148,0.221407837930126,0.251465230015932,0.124717010133011,0.148882833706988
0.296,0.480924944693985,0.208486441464218,0.249707675382123,0.136219251614884,0.158738564768883
0.297,0.48142157446114,0.205211142308504,0.253656266019696,0.138105216076318,0.160770662123269
0.298,0.493948017188711,0.200803802718788,0.260065353216289,0.146572107234961,0.165761543109505
0.299,0.476040962513189,0.214155368768722,0.25559850959099,0.130942796872233,0.148980463259497
0.3,0.465326308276507,0.232255153215704,0.244176306760885,0.116535577530402,0.145057431288418
0.301,0.476330750720179,0.22811323306906,0.245352156796472,0.124108758825559,0.159785389458745
0.302,0.477537363312146,0.227293682979467,0.248698368555284,0.125121840166339,0.159299407993708
0.303,0.467013477876602,0.227553726679871,0.256929819032488,0.119729875598366,0.149638176948219
0.304,0.485461050854818,0.234086669061366,0.257108821361151,0.125687190896726,0.156934478536281
0.305,0.466537238935119,0.226443421544143,0.26910684393341,0.120046908695488,0.144309644078695
0.306,0.473897497786587,0.240404728269574,0.262364572839866,0.116746384758506,0.141561013292807
0.307,0.466279301510082,0.249083348769259,0.256773749472178,0.108597976370412,0.141706087457495
0.308,0.449850960447877,0.25557847016156,0.252848429650292,0.0971362451431584,0.133860358967945
0.309,0.456186960282951,0.25985210429828,0.2506675111205,0.0981674279923352,0.1420807666854
0.31,0.45599247679921,0.254747026996733,0.240471570864874,0.100622724901238,0.143121416714528
0.311,0.472813967910335,0.250046812955515,0.234617589024099,0.11138357747741,0.160869072257718
0.312,0.487589381361632,0.251802286203724,0.217179158010729,0.117893547578954,0.176031888165271
0.313,0.454307977748179,0.252276233899223,0.20498988771402,0.101015871924478,0.164121218780668
0.314,0.472073458253877,0.250558156031195,0.210197890629198,0.110757651111341,0.183582381977654
0.315,0.438207697869055,0.247737743015343,0.220885911798928,0.0952349774268559,0.15667334454561
0.316,0.458606842930761,0.251986036798485,0.234614212332959,0.103310403066138,0.163168845998032
0.317,0.446740740817824,0.250819970850339,0.238352031427909,0.0979603849837427,0.145576511690301
0.318,0.479280022598205,0.235960286949502,0.257913977078483,0.121659867824351,0.165528363483705
0.319,0.464243317506636,0.247981012732223,0.260390913248279,0.108131152387207,0.14308896549345
0.32,0.455707869619067,0.242173105316743,0.258915131750651,0.106767382151162,0.135726117157045
0.321,0.460446303944491,0.252338937965169,0.256631072927111,0.104053682989661,0.139039856355599
0.322,0.456031471583371,0.25761449099327,0.24694456806939,0.0992084902950505,0.137504359666862
0.323,0.463557652841731,0.249014754964762,0.232666903058216,0.107271448938485,0.149876044515432
0.324,0.454686115479167,0.256058553595603,0.225822988258939,0.0993137809417821,0.152693179885185
0.325,0.462787583779484,0.258869971410198,0.233593243619707,0.101958806184643,0.163771540817784
0.326,0.444671759010774,0.245131690540801,0.237622654186842,0.0997700342349862,0.146095746544389
0.327,0.430279679539637,0.224945475768644,0.231146443827874,0.102667101885497,0.133325968802564
0.328,0.442287213276254,0.220612904110915,0.228977795503452,0.11083715458267,0.146573300431248
0.329,0.424881133263303,0.218164076293715,0.223519886034037,0.103358528484794,0.135283681213339
0.33,0.441439567640409,0.199600142298571,0.239538920139628,0.120919712670919,0.150442558386728
0.331,0.436175919829959,0.19628717271369,0.249457797412201,0.119944373558135,0.134892225766642
0.332,0.438461091831333,0.20237579426032,0.24160672312664,0.118042648785506,0.128865005799628
0.333,0.403865385079674,0.205976730481349,0.257377473556793,0.0989443272991621,0.110678766933561
0.334,0.427119626367279,0.201023070671341,0.239597260951768,0.113048277847969,0.11514163273899
0.335,0.430174576810388,0.192887866478174,0.245240203869655,0.118643355166107,0.130933515258362
0.336,0.442535832226518,0.186480430069507,0.236123978734464,0.128027701078506,0.13539017399757
0.337,0.421849656752357,0.17541339005303,0.243798198963671,0.123218133349663,0.128164501616879
0.338,0.424107352747928,0.193553200294095,0.253761775061048,0.115277076226916,0.123293246960854
0.339,0.428765764612862,0.198417137329347,0.25946407776946,0.115174313641758,0.121416851462754
0.34,0.423506409416581,0.203219953101264,0.248984075701972,0.110143228157658,0.114428028908739
0.341,0.412718833817356,0.209687857703676,0.248332849806124,0.10151548805684,0.113639626840959
0.342,0.416849151639403,0.215731246672238,0.247586418870102,0.100558952483582,0.11706776965412
0.343,0.409431023804049,0.214636058722152,0.261790778739322,0.0973974825409487,0.111543673503378
0.344,0.428730554167821,0.218563588423776,0.270783495558694,0.105083482872023,0.115397390835409
0.345,0.395248193748215,0.21545598201842,0.281238227137099,0.0898961058648975,0.0852238425990895
0.346,0.40820919586977,0.23283391363439,0.291334160264128,0.0876876411176899,0.0885127437034886
0.347,0.401605953477675,0.241361894514081,0.279731118399724,0.080122029481797,0.0780171097085594
0.348,0.399360598108996,0.239986442857123,0.278948553172509,0.0796870776259365,0.0832912171339873
0.349,0.42280718638408,0.253817964895098,0.279216054514251,0.0844946107444913,0.100981813138085
0.35,0.394158448541397,0.261800518863323,0.275841556851508,0.0661789648390367,0.0797337622333189
0.351,0.375571600959854,0.249761560857602,0.26302115517044,0.0629050200511259,0.070013943904003
0.352,0.399616104527987,0.240438145496198,0.2880317026252,0.0795889795158943,0.0957937178599172
0.353,0.393703778471529,0.226905698946729,0.278299084205991,0.0833990397624,0.0762040377458259
0.354,0.404186753192436,0.238296302883258,0.278482753180248,0.0829452251545888,0.0897298982179
0.355,0.40401239705918,0.236813681280105,0.274365608433111,0.0835993578895374,0.0884273774244804
0.356,0.402730447798597,0.23830391582392,0.277593846791171,0.0822132659873388,0.0899754937805126
0.357,0.400270989258178,0.236200520185814,0.278308445249897,0.0820352345361822,0.0865863719860785
0.358,0.39887760212146,0.238659840057714,0.275653889139278,0.0801088810318729,0.0854610951795881
0.359,0.37819708236318,0.230024642825609,0.273254924228447,0.0740862197687858,0.0728797114948933
0.36,0.398809273843613,0.226680675054348,0.273600291166541,0.0860642993946325,0.0893754067553833
0.361,0.3866148466347,0.227420522588688,0.274475553810911,0.0795971620230059,0.0806619435834457
0.362,0.385632042492213,0.220023246592675,0.270528480584145,0.0828043979497689,0.0791609325627504
0.363,0.379575115472275,0.219871876482435,0.267142970368817,0.0798516194949201,0.077921922396534
0.364,0.367635882418439,0.219680879809365,0.253371975448318,0.0739775013045372,0.0715627027561182
0.365,0.389046329654569,0.219408880505471,0.243377301698025,0.0848187245745491,0.0977500116677555
0.366,0.377601362531763,0.210833730392288,0.23665924119865,0.0833838160697372,0.0961796283623664
0.367,0.386291629416585,0.222909078344687,0.233176273386555,0.0816912755359492,0.107443609982235
0.368,0.35499712257716,0.221995363675469,0.225582640956784,0.0665008794508453,0.0875054880438959
0.369,0.356922056753016,0.222862261450167,0.225317744004248,0.0670298976514246,0.0927288280491628
0.37,0.355906789734739,0.233221518831598,0.218333121452071,0.0613426354515702,0.0936183143658538
0.371,0.379259474765422,0.230832572122552,0.219660732380342,0.0742134513214351,0.115271672646422
0.372,0.348444388598034,0.229106998029741,0.217684698821523,0.0596686952841464,0.0910890147905112
0.373,0.33587463928883,0.238478550507825,0.218859081560429,0.0486980443905024,0.0849197252086652
0.374,0.375512430933554,0.234830253521438,0.215217838271212,0.070341088706058,0.110977220612863
0.375,0.358251245057994,0.234512292083673,0.213605970994002,0.0618694764871604,0.101408548045393
0.376,0.347823544654266,0.229362363780672,0.220550011990688,0.0592305904367969,0.0950797435071897
0.377,0.365056621935125,0.214919326104569,0.221658647040991,0.075068647915278,0.102741765439727
0.378,0.347991105695588,0.212217733260174,0.219978874881203,0.067886686217707,0.0901323923570589
0.379,0.35101456508027,0.240545353582449,0.214667030180703,0.0552346057489105,0.0942113347777095
0.38,0.352833744860208,0.219337857668886,0.223101716739425,0.0667479435956611,0.0979198935340963
0.381,0.329738006061019,0.217379857482729,0.217206751550348,0.0561790742891449,0.0767149598157957
0.382,0.315306620584577,0.207355126479003,0.227201353747707,0.0539757470527869,0.0706425520191926
0.383,0.323455755433053,0.197970205683597,0.22588504084105,0.0627427748747282,0.0697685577297232
0.384,0.338205076990249,0.184519072011129,0.219462006056688,0.07684300248956,0.0813964730879546
0.385,0.335564254254776,0.180317680127333,0.209912787361889,0.0776232870637219,0.0820743001598214
0.386,0.326734526258612,0.176757035951767,0.20444339586737,0.0749887451534228,0.0823632605040509
0.387,0.329685389399325,0.176884430083075,0.21012613163694,0.0764004796581251,0.0873195273651156
0.388,0.304664542380375,0.183593665235576,0.200161221062653,0.0605354385723995,0.0673532452313007
0.389,0.331163575055831,0.177117644509336,0.196403232428472,0.0770229652732477,0.0921942172215295
0.39,0.330484147768329,0.159256030358511,0.181884685549663,0.0856140587049091,0.0941637219617413
0.391,0.309021909891664,0.157785664257275,0.189705936738931,0.0756181228171948,0.0873659919380041
0.392,0.313519933636283,0.15304370555023,0.197154409841922,0.0802381140430265,0.086921982717936
0.393,0.295573885816147,0.148762216677308,0.191687162917577,0.0734058345694197,0.0698086843226812
0.394,0.311132076477782,0.151741897165368,0.196612284377813,0.0796950896562073,0.0825974856688209
0.395,0.306513711274793,0.157292261854817,0.202759182183,0.074610724709988,0.0767231376355013
0.396,0.289625743436287,0.160627913565196,0.197160307750935,0.0644989149355456,0.0612286826654497
0.397,0.299106767984991,0.149114047539744,0.199883773258649,0.0749963602226236,0.0710836941890339
0.398,0.294887840809407,0.14600517688249,0.199524900394925,0.0744413319634586,0.0671600834017724
0.399,0.2970869609561,0.132718421282272,0.185809494312405,0.0821842698369141,0.0686653671259461
0.4,0.295919326224545,0.128442861019721,0.183565140689845,0.0837382326024117,0.0767408675311788
0.401,0.280352279773802,0.122153115519334,0.19359296687117,0.079099582127234,0.0687605272642215
0.402,0.291206578470824,0.134638158802403,0.20432484926903,0.0782842098342109,0.0700818415246561
0.403,0.291195825176046,0.142881934563455,0.198177818885246,0.0741569453062954,0.0629800722175326
0.404,0.279271122770562,0.142196976970666,0.197346140575176,0.0685370728999478,0.0579507059554835
0.405,0.303132895765224,0.133221500159007,0.184810610999094,0.0849556978031088,0.0751628462315943
0.406,0.269589206926958,0.132100121980842,0.178421479407181,0.0687445424730579,0.0600178341642032
0.407,0.269710560974926,0.132592724189534,0.182638358025523,0.0685589183926958,0.0640290683240993
0.408,0.264506178400704,0.143736777089594,0.181138084385171,0.060384700655555,0.0589131918259845
0.409,0.273438149244971,0.133791065863401,0.198419812939329,0.0698235416907853,0.0645011586749207
0.41,0.261156882196846,0.137877969353531,0.193956814067186,0.0616394564216574,0.0442540428422928
0.411,0.25889431191617,0.126445013761786,0.200377891726915,0.0662246490771921,0.0461002803056936
0.412,0.265755005019248,0.137736596893391,0.202680764335456,0.0640092040629284,0.0466528658353834
0.413,0.262099868233413,0.140060604726857,0.195216693827922,0.0610196317532778,0.0437059964841881
0.414,0.254344185391143,0.12753773587822,0.202778270940407,0.0634032247564613,0.0423949717976786
0.415,0.251289678024031,0.117000823464251,0.206070280068247,0.0671444272798897,0.0356106068134613
0.416,0.253829733217155,0.128303991855624,0.192052245120808,0.0627628706807654,0.0362326498479365
0.417,0.234717346466664,0.128017784652557,0.191037669712195,0.0533497809070533,0.0315367136429811
0.418,0.238469756281946,0.123185435291444,0.181325920987635,0.0576421604952507,0.0351024969462651
0.419,0.257286614307564,0.136431009996652,0.181732300778767,0.060427802155456,0.0546463240795977
0.42,0.214844413534781,0.135674184824659,0.185969479638356,0.0395851143550608,0.0241248728807093
0.421,0.247364518604981,0.134829269695012,0.197116051205994,0.0562676244549843,0.0445995495178195
0.422,0.240661855344205,0.126593123271391,0.192469120658819,0.0570343660364072,0.032389967229997
0.423,0.226487791519077,0.117171631756012,0.200889129054268,0.0546580798815325,0.0260411203056767
0.424,0.222969707931079,0.13798962450155,0.199675835435792,0.0424900417147644,0.0183034937380687
