Fixed_DefectDetectionRate,Fixed_ExposureIssueRate,Fixed_AvgProcessingTime,Adaptive_DefectDetectionRate,Adaptive_ExposureIssueRate,Adaptive_AvgProcessingTime
89.1089108910891,1.4,1.19899477205087,98.019801980198,0,1.00429486437643
