Time_s,TrueFriction,EstimatedFriction,RelativeErrorPercent
37.6,0.14,0.114984209205918,17.8684219957727
37.7,0.14,0.114984209205918,17.8684219957727
37.8,0.14,0.114984209205918,17.8684219957727
37.9,0.14,0.114984209205918,17.8684219957727
38,0.14,0.114984209205918,17.8684219957727
38.1,0.14,0.114984209205918,17.8684219957727
38.2,0.14,0.114984209205918,17.8684219957727
38.3,0.14,0.114984209205918,17.8684219957727
38.4,0.14,0.114984209205918,17.8684219957727
38.5,0.14,0.114984209205918,17.8684219957727
38.6,0.14,0.114984209205918,17.8684219957727
38.7,0.14,0.114984209205918,17.8684219957727
38.8,0.14,0.114984209205918,17.8684219957727
38.9,0.14,0.114984209205918,17.8684219957727
39,0.14,0.114984209205918,17.8684219957727
39.1,0.14,0.114984209205918,17.8684219957727
39.2,0.14,0.114984209205918,17.8684219957727
39.3,0.14,0.114984209205918,17.8684219957727
39.4,0.14,0.114984209205918,17.8684219957727
39.5,0.14,0.114984209205918,17.8684219957727
39.6,0.14,0.114984209205918,17.8684219957727
39.7,0.14,0.114984209205918,17.8684219957727
39.8,0.14,0.114984209205918,17.8684219957727
39.9,0.14,0.114984209205918,17.8684219957727
40,0.14,0.114984209205918,17.8684219957727
40.1,0.14,0.114984209205918,17.8684219957727
40.2,0.14,0.114984209205918,17.8684219957727
40.3,0.14,0.114984209205918,17.8684219957727
40.4,0.14,0.114984209205918,17.8684219957727
40.5,0.14,0.114984209205918,17.8684219957727
40.6,0.14,0.114984209205918,17.8684219957727
40.7,0.14,0.114984209205918,17.8684219957727
40.8,0.14,0.114984209205918,17.8684219957727
40.9,0.14,0.114984209205918,17.8684219957727
41,0.14,0.114984209205918,17.8684219957727
41.1,0.14,0.114984209205918,17.8684219957727
41.2,0.14,0.114984209205918,17.8684219957727
41.3,0.14,0.114984209205918,17.8684219957727
41.4,0.14,0.114984209205918,17.8684219957727
41.5,0.14,0.114984209205918,17.8684219957727
41.6,0.14,0.114984209205918,17.8684219957727
41.7,0.14,0.114984209205918,17.8684219957727
41.8,0.14,0.114984209205918,17.8684219957727
41.9,0.14,0.114984209205918,17.8684219957727
42,0.14,0.114984209205918,17.8684219957727
42.1,0.14,0.114984209205918,17.8684219957727
42.2,0.14,0.114984209205918,17.8684219957727
42.3,0.14,0.114984209205918,17.8684219957727
42.4,0.14,0.114984209205918,17.8684219957727
42.5,0.14,0.114984209205918,17.8684219957727
42.6,0.14,0.114984209205918,17.8684219957727
42.7,0.14,0.114984209205918,17.8684219957727
42.8,0.14,0.114984209205918,17.8684219957727
42.9,0.14,0.114984209205918,17.8684219957727
43,0.14,0.114984209205918,17.8684219957727
43.1,0.14,0.114984209205918,17.8684219957727
43.2,0.14,0.114984209205918,17.8684219957727
43.3,0.14,0.114984209205918,17.8684219957727
43.4,0.14,0.114984209205918,17.8684219957727
43.5,0.14,0.114984209205918,17.8684219957727
43.6,0.14,0.114984209205918,17.8684219957727
43.7,0.14,0.114984209205918,17.8684219957727
43.8,0.14,0.114984209205918,17.8684219957727
43.9,0.14,0.114984209205918,17.8684219957727
44,0.14,0.114984209205918,17.8684219957727
44.1,0.14,0.114984209205918,17.8684219957727
44.2,0.14,0.114984209205918,17.8684219957727
44.3,0.14,0.114984209205918,17.8684219957727
44.4,0.14,0.114984209205918,17.8684219957727
44.5,0.14,0.114984209205918,17.8684219957727
44.6,0.14,0.114984209205918,17.8684219957727
44.7,0.14,0.114984209205918,17.8684219957727
44.8,0.14,0.114984209205918,17.8684219957727
44.9,0.14,0.114984209205918,17.8684219957727
45,0.14,0.114984209205918,17.8684219957727
45.1,0.14,0.114984209205918,17.8684219957727
45.2,0.14,0.114984209205918,17.8684219957727
45.3,0.14,0.114984209205918,17.8684219957727
45.4,0.14,0.114984209205918,17.8684219957727
45.5,0.14,0.114984209205918,17.8684219957727
45.6,0.14,0.114984209205918,17.8684219957727
45.7,0.14,0.114984209205918,17.8684219957727
45.8,0.14,0.114984209205918,17.8684219957727
45.9,0.14,0.114984209205918,17.8684219957727
46,0.14,0.114984209205918,17.8684219957727
46.1,0.14,0.114984209205918,17.8684219957727
46.2,0.14,0.114984209205918,17.8684219957727
46.3,0.14,0.114984209205918,17.8684219957727
46.4,0.14,0.114984209205918,17.8684219957727
46.5,0.14,0.114984209205918,17.8684219957727
46.6,0.14,0.114984209205918,17.8684219957727
46.7,0.14,0.114984209205918,17.8684219957727
46.8,0.14,0.114984209205918,17.8684219957727
46.9,0.14,0.114984209205918,17.8684219957727
47,0.14,0.114984209205918,17.8684219957727
47.1,0.14,0.114984209205918,17.8684219957727
47.2,0.14,0.114984209205918,17.8684219957727
47.3,0.14,0.114984209205918,17.8684219957727
47.4,0.14,0.114984209205918,17.8684219957727
47.5,0.14,0.114984209205918,17.8684219957727
47.6,0.14,0.114984209205918,17.8684219957727
47.7,0.14,0.114984209205918,17.8684219957727
47.8,0.14,0.114984209205918,17.8684219957727
47.9,0.14,0.114984209205918,17.8684219957727
48,0.14,0.114984209205918,17.8684219957727
48.1,0.14,0.114984209205918,17.8684219957727
48.2,0.14,0.114984209205918,17.8684219957727
48.3,0.14,0.114984209205918,17.8684219957727
48.4,0.14,0.114984209205918,17.8684219957727
48.5,0.14,0.114984209205918,17.8684219957727
48.6,0.14,0.114984209205918,17.8684219957727
48.7,0.14,0.114984209205918,17.8684219957727
